T,M
17524, -0.321
17525, -0.321
17526, -0.322
17527, -0.324
17528, -0.320
17529, -0.319
17530, -0.314
17531, -0.311
17532, -0.314
17533, -0.315
17534, -0.316
17535, -0.309
17536, -0.302
17537, -0.309
17538, -0.306
17539, -0.305
17540, -0.306
17541, -0.307
17542, -0.315
17543, -0.318
17544, -0.316
17545, -0.315
17546, -0.326
17547, -0.325
17548, -0.319
17549, -0.309
17550, -0.318
17551, -0.319
17552, -0.311
17553, -0.302
17554, -0.300
17555, -0.310
17556, -0.300
17557, -0.306
17558, -0.306
17559, -0.308
17560, -0.304
17561, -0.292
17562, -0.290
17563, -0.295
17564, -0.296
17565, -0.308
17566, -0.310
17567, -0.312
17568, -0.310
17569, -0.307
17570, -0.309
17571, -0.308
17572, -0.311
17573, -0.314
17574, -0.327
17575, -0.324
17576, -0.322
17577, -0.332
17578, -0.325
17579, -0.321
17580, -0.325
17581, -0.322
17582, -0.328
17583, -0.327
17584, -0.312
17585, -0.312
17586, -0.312
17587, -0.312
17588, -0.311
17589, -0.310
17590, -0.307
17591, -0.303
17592, -0.298
17593, -0.292
17594, -0.297
17595, -0.298
17596, -0.296
17597, -0.299
17598, -0.296
17599, -0.290
17600, -0.290
17601, -0.283
17602, -0.283
17603, -0.278
17604, -0.271
17605, -0.267
17606, -0.269
17607, -0.270
17608, -0.273
17609, -0.270
17610, -0.273
17611, -0.278
17612, -0.283
17613, -0.284
17614, -0.289
17615, -0.286
17616, -0.285
17617, -0.281
17618, -0.293
17619, -0.310
17620, -0.310
17621, -0.307
17622, -0.301
17623, -0.304
17624, -0.297
17625, -0.296
17626, -0.301
17627, -0.296
17628, -0.299
17629, -0.292
17630, -0.298
17631, -0.295
17632, -0.287
17633, -0.288
17634, -0.285
17635, -0.294
17636, -0.310
17637, -0.311
17638, -0.319
17639, -0.323
17640, -0.324
17641, -0.335
17642, -0.332
17643, -0.337
17644, -0.337
17645, -0.333
17646, -0.329
17647, -0.336
17648, -0.335
17649, -0.331
17650, -0.336
17651, -0.338
17652, -0.345
17653, -0.344
17654, -0.344
17655, -0.334
17656, -0.329
17657, -0.341
17658, -0.333
17659, -0.330
17660, -0.341
17661, -0.344
17662, -0.332
17663, -0.333
17664, -0.327
17665, -0.334
17666, -0.345
17667, -0.355
17668, -0.360
17669, -0.356
17670, -0.358
17671, -0.353
17672, -0.341
17673, -0.351
17674, -0.344
17675, -0.340
17676, -0.334
17677, -0.334
17678, -0.341
17679, -0.323
17680, -0.314
17681, -0.313
17682, -0.322
17683, -0.325
17684, -0.323
17685, -0.330
17686, -0.326
17687, -0.329
17688, -0.329
17689, -0.321
17690, -0.315
17691, -0.318
17692, -0.309
17693, -0.306
17694, -0.305
17695, -0.298
17696, -0.299
17697, -0.298
17698, -0.314
17699, -0.318
17700, -0.333
17701, -0.339
17702, -0.345
17703, -0.347
17704, -0.339
17705, -0.331
17706, -0.324
17707, -0.339
17708, -0.346
17709, -0.343
17710, -0.346
17711, -0.351
17712, -0.351
17713, -0.354
17714, -0.346
17715, -0.333
17716, -0.330
17717, -0.333
17718, -0.336
17719, -0.325
17720, -0.325
17721, -0.334
17722, -0.332
17723, -0.333
17724, -0.345
17725, -0.345
17726, -0.330
17727, -0.332
17728, -0.342
17729, -0.346
17730, -0.347
17731, -0.342
17732, -0.350
17733, -0.353
17734, -0.342
17735, -0.346
17736, -0.347
17737, -0.347
17738, -0.338
17739, -0.343
17740, -0.336
17741, -0.336
17742, -0.331
17743, -0.334
17744, -0.345
17745, -0.342
17746, -0.335
17747, -0.327
17748, -0.333
17749, -0.328
17750, -0.326
17751, -0.324
17752, -0.323
17753, -0.323
17754, -0.318
17755, -0.315
17756, -0.317
17757, -0.319
17758, -0.310
17759, -0.318
17760, -0.311
17761, -0.321
17762, -0.315
17763, -0.313
17764, -0.310
17765, -0.306
17766, -0.305
17767, -0.304
17768, -0.299
17769, -0.303
17770, -0.313
17771, -0.318
17772, -0.311
17773, -0.306
17774, -0.310
17775, -0.311
17776, -0.311
17777, -0.298
17778, -0.294
17779, -0.298
17780, -0.299
17781, -0.293
17782, -0.296
17783, -0.313
17784, -0.311
17785, -0.308
17786, -0.306
17787, -0.290
17788, -0.290
17789, -0.292
17790, -0.282
17791, -0.292
17792, -0.297
17793, -0.303
17794, -0.305
17795, -0.298
17796, -0.311
17797, -0.312
17798, -0.314
17799, -0.321
17800, -0.317
17801, -0.308
17802, -0.311
17803, -0.314
17804, -0.311
17805, -0.308
17806, -0.304
17807, -0.304
17808, -0.300
17809, -0.299
17810, -0.300
17811, -0.294
17812, -0.288
17813, -0.291
17814, -0.275
17815, -0.289
17816, -0.289
17817, -0.289
17818, -0.290
17819, -0.282
17820, -0.277
17821, -0.267
17822, -0.275
17823, -0.271
17824, -0.284
17825, -0.280
17826, -0.283
17827, -0.283
17828, -0.279
17829, -0.279
17830, -0.265
17831, -0.264
17832, -0.273
17833, -0.277
17834, -0.274
17835, -0.276
17836, -0.275
17837, -0.268
17838, -0.271
17839, -0.276
17840, -0.253
17841, -0.246
17842, -0.240
17843, -0.247
17844, -0.252
17845, -0.260
17846, -0.261
17847, -0.264
17848, -0.258
17849, -0.261
17850, -0.263
17851, -0.266
17852, -0.265
17853, -0.272
17854, -0.267
17855, -0.272
17856, -0.268
17857, -0.266
17858, -0.259
17859, -0.258
17860, -0.250
17861, -0.260
17862, -0.258
17863, -0.266
17864, -0.260
17865, -0.267
17866, -0.259
17867, -0.262
17868, -0.260
17869, -0.263
17870, -0.255
17871, -0.255
17872, -0.254
17873, -0.255
17874, -0.258
17875, -0.258
17876, -0.260
17877, -0.251
17878, -0.258
17879, -0.259
17880, -0.257
17881, -0.247
17882, -0.255
17883, -0.253
17884, -0.259
17885, -0.269
17886, -0.271
17887, -0.273
17888, -0.278
17889, -0.274
17890, -0.275
17891, -0.262
17892, -0.255
17893, -0.262
17894, -0.259
17895, -0.259
17896, -0.264
17897, -0.256
17898, -0.248
17899, -0.245
17900, -0.230
17901, -0.234
17902, -0.233
17903, -0.238
17904, -0.242
17905, -0.248
17906, -0.258
17907, -0.257
17908, -0.253
17909, -0.245
17910, -0.242
17911, -0.245
17912, -0.246
17913, -0.234
17914, -0.234
17915, -0.227
17916, -0.221
17917, -0.222
17918, -0.220
17919, -0.217
17920, -0.218
17921, -0.211
17922, -0.213
17923, -0.214
17924, -0.213
17925, -0.223
17926, -0.223
17927, -0.212
17928, -0.209
17929, -0.217
17930, -0.214
17931, -0.211
17932, -0.218
17933, -0.207
17934, -0.205
17935, -0.201
17936, -0.187
17937, -0.186
17938, -0.182
17939, -0.184
17940, -0.197
17941, -0.209
17942, -0.214
17943, -0.212
17944, -0.213
17945, -0.217
17946, -0.217
17947, -0.213
17948, -0.215
17949, -0.217
17950, -0.217
17951, -0.216
17952, -0.224
17953, -0.214
17954, -0.207
17955, -0.209
17956, -0.201
17957, -0.201
17958, -0.213
17959, -0.220
17960, -0.220
17961, -0.212
17962, -0.213
17963, -0.222
17964, -0.218
17965, -0.222
17966, -0.225
17967, -0.226
17968, -0.229
17969, -0.237
17970, -0.226
17971, -0.228
17972, -0.223
17973, -0.211
17974, -0.217
17975, -0.223
17976, -0.226
17977, -0.230
17978, -0.226
17979, -0.228
17980, -0.238
17981, -0.236
17982, -0.236
17983, -0.239
17984, -0.247
17985, -0.259
17986, -0.249
17987, -0.232
17988, -0.234
17989, -0.237
17990, -0.250
17991, -0.245
17992, -0.242
17993, -0.249
17994, -0.250
17995, -0.250
17996, -0.243
17997, -0.252
17998, -0.244
17999, -0.251
18000, -0.250
18001, -0.240
18002, -0.232
18003, -0.238
18004, -0.235
18005, -0.233
18006, -0.223
18007, -0.229
18008, -0.232
18009, -0.232
18010, -0.243
18011, -0.237
18012, -0.245
18013, -0.254
18014, -0.256
18015, -0.254
18016, -0.258
18017, -0.261
18018, -0.271
18019, -0.277
18020, -0.290
18021, -0.296
18022, -0.300
18023, -0.299
18024, -0.284
18025, -0.269
18026, -0.264
18027, -0.262
18028, -0.266
18029, -0.267
18030, -0.267
18031, -0.260
18032, -0.247
18033, -0.242
18034, -0.247
18035, -0.247
18036, -0.255
18037, -0.256
18038, -0.257
18039, -0.259
18040, -0.245
18041, -0.239
18042, -0.242
18043, -0.241
18044, -0.252
18045, -0.258
18046, -0.264
18047, -0.268
18048, -0.277
18049, -0.282
18050, -0.283
18051, -0.286
18052, -0.292
18053, -0.284
18054, -0.280
18055, -0.285
18056, -0.284
18057, -0.280
18058, -0.284
18059, -0.295
18060, -0.301
18061, -0.310
18062, -0.306
18063, -0.308
18064, -0.310
18065, -0.311
18066, -0.307
18067, -0.299
18068, -0.285
18069, -0.281
18070, -0.287
18071, -0.288
18072, -0.300
18073, -0.306
18074, -0.303
18075, -0.311
18076, -0.305
18077, -0.294
18078, -0.301
18079, -0.289
18080, -0.290
18081, -0.295
18082, -0.299
18083, -0.306
18084, -0.305
18085, -0.303
18086, -0.314
18087, -0.308
18088, -0.304
18089, -0.315
18090, -0.311
18091, -0.313
18092, -0.309
18093, -0.311
18094, -0.314
18095, -0.312
18096, -0.305
18097, -0.306
18098, -0.307
18099, -0.324
18100, -0.322
18101, -0.336
18102, -0.340
18103, -0.343
18104, -0.331
18105, -0.336
18106, -0.343
18107, -0.342
18108, -0.342
18109, -0.350
18110, -0.343
18111, -0.335
18112, -0.333
18113, -0.340
18114, -0.340
18115, -0.344
18116, -0.338
18117, -0.338
18118, -0.339
18119, -0.331
18120, -0.343
18121, -0.359
18122, -0.353
18123, -0.357
18124, -0.355
18125, -0.351
18126, -0.354
18127, -0.348
18128, -0.343
18129, -0.337
18130, -0.352
18131, -0.350
18132, -0.366
18133, -0.370
18134, -0.380
18135, -0.372
18136, -0.365
18137, -0.358
18138, -0.357
18139, -0.349
18140, -0.356
18141, -0.355
18142, -0.351
18143, -0.349
18144, -0.343
18145, -0.344
18146, -0.347
18147, -0.351
18148, -0.353
18149, -0.343
18150, -0.342
18151, -0.333
18152, -0.332
18153, -0.326
18154, -0.319
18155, -0.319
18156, -0.320
18157, -0.321
18158, -0.310
18159, -0.314
18160, -0.318
18161, -0.313
18162, -0.306
18163, -0.305
18164, -0.295
18165, -0.300
18166, -0.303
18167, -0.297
18168, -0.290
18169, -0.288
18170, -0.288
18171, -0.286
18172, -0.280
18173, -0.277
18174, -0.270
18175, -0.274
18176, -0.271
18177, -0.274
18178, -0.274
18179, -0.263
18180, -0.263
18181, -0.268
18182, -0.270
18183, -0.266
18184, -0.263
18185, -0.264
18186, -0.262
18187, -0.257
18188, -0.256
18189, -0.265
18190, -0.257
18191, -0.266
18192, -0.259
18193, -0.261
18194, -0.254
18195, -0.253
18196, -0.264
18197, -0.264
18198, -0.266
18199, -0.272
18200, -0.273
18201, -0.277
18202, -0.283
18203, -0.288
18204, -0.291
18205, -0.290
18206, -0.287
18207, -0.277
18208, -0.277
18209, -0.277
18210, -0.267
18211, -0.270
18212, -0.274
18213, -0.264
18214, -0.263
18215, -0.255
18216, -0.261
18217, -0.265
18218, -0.261
18219, -0.257
18220, -0.260
18221, -0.258
18222, -0.265
18223, -0.272
18224, -0.266
18225, -0.265
18226, -0.273
18227, -0.271
18228, -0.281
18229, -0.281
18230, -0.284
18231, -0.282
18232, -0.279
18233, -0.270
18234, -0.277
18235, -0.271
18236, -0.275
18237, -0.277
18238, -0.275
18239, -0.281
18240, -0.280
18241, -0.281
18242, -0.288
18243, -0.300
18244, -0.296
18245, -0.293
18246, -0.299
18247, -0.293
18248, -0.286
18249, -0.286
18250, -0.279
18251, -0.280
18252, -0.276
18253, -0.277
18254, -0.271
18255, -0.263
18256, -0.273
18257, -0.273
18258, -0.273
18259, -0.271
18260, -0.274
18261, -0.264
18262, -0.261
18263, -0.264
18264, -0.268
18265, -0.270
18266, -0.265
18267, -0.265
18268, -0.280
18269, -0.274
18270, -0.268
18271, -0.269
18272, -0.273
18273, -0.284
18274, -0.292
18275, -0.301
18276, -0.311
18277, -0.319
18278, -0.322
18279, -0.329
18280, -0.326
18281, -0.323
18282, -0.326
18283, -0.334
18284, -0.335
18285, -0.334
18286, -0.330
18287, -0.334
18288, -0.334
18289, -0.334
18290, -0.333
18291, -0.333
18292, -0.325
18293, -0.326
18294, -0.318
18295, -0.320
18296, -0.316
18297, -0.311
18298, -0.304
18299, -0.307
18300, -0.323
18301, -0.320
18302, -0.322
18303, -0.323
18304, -0.313
18305, -0.327
18306, -0.323
18307, -0.327
18308, -0.339
18309, -0.340
18310, -0.347
18311, -0.350
18312, -0.360
18313, -0.361
18314, -0.360
18315, -0.353
18316, -0.348
18317, -0.347
18318, -0.346
18319, -0.341
18320, -0.335
18321, -0.331
18322, -0.339
18323, -0.345
18324, -0.345
18325, -0.345
18326, -0.338
18327, -0.340
18328, -0.347
18329, -0.351
18330, -0.352
18331, -0.348
18332, -0.351
18333, -0.339
18334, -0.334
18335, -0.337
18336, -0.337
18337, -0.349
18338, -0.351
18339, -0.354
18340, -0.365
18341, -0.368
18342, -0.354
18343, -0.361
18344, -0.354
18345, -0.351
18346, -0.360
18347, -0.357
18348, -0.353
18349, -0.351
18350, -0.346
18351, -0.339
18352, -0.330
18353, -0.326
18354, -0.333
18355, -0.324
18356, -0.333
18357, -0.337
18358, -0.340
18359, -0.340
18360, -0.333
18361, -0.329
18362, -0.323
18363, -0.313
18364, -0.320
18365, -0.324
18366, -0.326
18367, -0.321
18368, -0.322
18369, -0.329
18370, -0.333
18371, -0.333
18372, -0.328
18373, -0.328
18374, -0.325
18375, -0.328
18376, -0.322
18377, -0.317
18378, -0.315
18379, -0.309
18380, -0.315
18381, -0.308
18382, -0.296
18383, -0.287
18384, -0.295
18385, -0.289
18386, -0.297
18387, -0.306
18388, -0.308
18389, -0.307
18390, -0.312
18391, -0.310
18392, -0.305
18393, -0.295
18394, -0.305
18395, -0.302
18396, -0.303
18397, -0.297
18398, -0.306
18399, -0.310
18400, -0.313
18401, -0.320
18402, -0.331
18403, -0.331
18404, -0.317
18405, -0.310
18406, -0.318
18407, -0.318
18408, -0.320
18409, -0.328
18410, -0.331
18411, -0.330
18412, -0.329
18413, -0.329
18414, -0.335
18415, -0.339
18416, -0.333
18417, -0.338
18418, -0.343
18419, -0.344
18420, -0.335
18421, -0.328
18422, -0.329
18423, -0.325
18424, -0.324
18425, -0.318
18426, -0.319
18427, -0.332
18428, -0.335
18429, -0.341
18430, -0.342
18431, -0.339
18432, -0.338
18433, -0.322
18434, -0.327
18435, -0.323
18436, -0.322
18437, -0.324
18438, -0.326
18439, -0.331
18440, -0.336
18441, -0.333
18442, -0.348
18443, -0.350
18444, -0.337
18445, -0.334
18446, -0.337
18447, -0.341
18448, -0.343
18449, -0.342
18450, -0.341
18451, -0.344
18452, -0.338
18453, -0.328
18454, -0.324
18455, -0.322
18456, -0.310
18457, -0.314
18458, -0.325
18459, -0.325
18460, -0.314
18461, -0.314
18462, -0.313
18463, -0.314
18464, -0.302
18465, -0.303
18466, -0.298
18467, -0.297
18468, -0.306
18469, -0.307
18470, -0.306
18471, -0.300
18472, -0.299
18473, -0.307
18474, -0.307
18475, -0.306
18476, -0.308
18477, -0.308
18478, -0.302
18479, -0.304
18480, -0.302
18481, -0.281
18482, -0.286
18483, -0.291
18484, -0.287
18485, -0.279
18486, -0.284
18487, -0.293
18488, -0.302
18489, -0.300
18490, -0.296
18491, -0.294
18492, -0.293
18493, -0.293
18494, -0.289
18495, -0.286
18496, -0.279
18497, -0.279
18498, -0.276
18499, -0.277
18500, -0.279
18501, -0.278
18502, -0.290
18503, -0.290
18504, -0.283
18505, -0.284
18506, -0.276
18507, -0.277
18508, -0.277
18509, -0.270
18510, -0.266
18511, -0.262
18512, -0.269
18513, -0.271
18514, -0.280
18515, -0.283
18516, -0.287
18517, -0.287
18518, -0.289
18519, -0.287
18520, -0.287
18521, -0.279
18522, -0.269
18523, -0.268
18524, -0.268
18525, -0.253
18526, -0.252
18527, -0.265
18528, -0.265
18529, -0.259
18530, -0.252
18531, -0.244
18532, -0.243
18533, -0.230
18534, -0.236
18535, -0.236
18536, -0.230
18537, -0.222
18538, -0.229
18539, -0.241
18540, -0.243
18541, -0.243
18542, -0.232
18543, -0.234
18544, -0.232
18545, -0.246
18546, -0.250
18547, -0.249
18548, -0.238
18549, -0.239
18550, -0.238
18551, -0.249
18552, -0.237
18553, -0.247
18554, -0.254
18555, -0.263
18556, -0.266
18557, -0.264
18558, -0.266
18559, -0.272
18560, -0.268
18561, -0.275
18562, -0.282
18563, -0.294
18564, -0.283
18565, -0.287
18566, -0.292
18567, -0.285
18568, -0.292
18569, -0.284
18570, -0.276
18571, -0.281
18572, -0.288
18573, -0.280
18574, -0.284
18575, -0.290
18576, -0.299
18577, -0.295
18578, -0.292
18579, -0.301
18580, -0.310
18581, -0.312
18582, -0.309
18583, -0.300
18584, -0.298
18585, -0.298
18586, -0.294
18587, -0.295
18588, -0.295
18589, -0.302
18590, -0.291
18591, -0.284
18592, -0.278
18593, -0.280
18594, -0.271
18595, -0.265
18596, -0.266
18597, -0.270
18598, -0.268
18599, -0.259
18600, -0.257
18601, -0.265
18602, -0.264
18603, -0.272
18604, -0.271
18605, -0.266
18606, -0.267
18607, -0.257
18608, -0.252
18609, -0.248
18610, -0.251
18611, -0.256
18612, -0.261
18613, -0.271
18614, -0.280
18615, -0.279
18616, -0.277
18617, -0.263
18618, -0.261
18619, -0.257
18620, -0.265
18621, -0.252
18622, -0.255
18623, -0.258
18624, -0.258
18625, -0.240
18626, -0.235
18627, -0.226
18628, -0.233
18629, -0.227
18630, -0.227
18631, -0.231
18632, -0.230
18633, -0.229
18634, -0.230
18635, -0.239
18636, -0.243
18637, -0.230
18638, -0.239
18639, -0.243
18640, -0.229
18641, -0.222
18642, -0.232
18643, -0.223
18644, -0.227
18645, -0.235
18646, -0.241
18647, -0.241
18648, -0.246
18649, -0.248
18650, -0.239
18651, -0.237
18652, -0.245
18653, -0.243
18654, -0.246
18655, -0.248
18656, -0.241
18657, -0.236
18658, -0.230
18659, -0.233
18660, -0.229
18661, -0.223
18662, -0.220
18663, -0.219
18664, -0.223
18665, -0.223
18666, -0.217
18667, -0.206
18668, -0.209
18669, -0.210
18670, -0.204
18671, -0.195
18672, -0.196
18673, -0.196
18674, -0.205
18675, -0.206
18676, -0.202
18677, -0.203
18678, -0.209
18679, -0.200
18680, -0.205
18681, -0.199
18682, -0.205
18683, -0.206
18684, -0.206
18685, -0.194
18686, -0.196
18687, -0.199
18688, -0.200
18689, -0.202
18690, -0.193
18691, -0.200
18692, -0.188
18693, -0.191
18694, -0.199
18695, -0.201
18696, -0.201
18697, -0.205
18698, -0.198
18699, -0.202
18700, -0.207
18701, -0.221
18702, -0.234
18703, -0.241
18704, -0.240
18705, -0.244
18706, -0.244
18707, -0.243
18708, -0.240
18709, -0.245
18710, -0.249
18711, -0.255
18712, -0.265
18713, -0.263
18714, -0.262
18715, -0.268
18716, -0.267
18717, -0.276
18718, -0.284
18719, -0.286
18720, -0.289
18721, -0.289
18722, -0.291
18723, -0.293
18724, -0.296
18725, -0.293
18726, -0.290
18727, -0.287
18728, -0.300
18729, -0.308
18730, -0.326
18731, -0.324
18732, -0.330
18733, -0.330
18734, -0.324
18735, -0.317
18736, -0.326
18737, -0.323
18738, -0.328
18739, -0.343
18740, -0.341
18741, -0.329
18742, -0.332
18743, -0.332
18744, -0.331
18745, -0.332
18746, -0.335
18747, -0.333
18748, -0.340
18749, -0.344
18750, -0.352
18751, -0.350
18752, -0.354
18753, -0.347
18754, -0.344
18755, -0.346
18756, -0.339
18757, -0.333
18758, -0.345
18759, -0.347
18760, -0.348
18761, -0.351
18762, -0.344
18763, -0.334
18764, -0.335
18765, -0.327
18766, -0.331
18767, -0.332
18768, -0.343
18769, -0.336
18770, -0.333
18771, -0.335
18772, -0.336
18773, -0.334
18774, -0.324
18775, -0.321
18776, -0.316
18777, -0.314
18778, -0.309
18779, -0.302
18780, -0.288
18781, -0.282
18782, -0.280
18783, -0.273
18784, -0.278
18785, -0.274
18786, -0.274
18787, -0.276
18788, -0.271
18789, -0.277
18790, -0.274
18791, -0.269
18792, -0.260
18793, -0.270
18794, -0.256
18795, -0.257
18796, -0.252
18797, -0.255
18798, -0.253
18799, -0.249
18800, -0.246
18801, -0.238
18802, -0.238
18803, -0.233
18804, -0.222
18805, -0.228
18806, -0.227
18807, -0.228
18808, -0.224
18809, -0.221
18810, -0.216
18811, -0.211
18812, -0.215
18813, -0.211
18814, -0.207
18815, -0.209
18816, -0.209
18817, -0.208
18818, -0.221
18819, -0.231
18820, -0.235
18821, -0.241
18822, -0.232
18823, -0.239
18824, -0.253
18825, -0.257
18826, -0.268
18827, -0.260
18828, -0.257
18829, -0.256
18830, -0.265
18831, -0.262
18832, -0.267
18833, -0.265
18834, -0.262
18835, -0.258
18836, -0.261
18837, -0.259
18838, -0.257
18839, -0.250
18840, -0.257
18841, -0.260
18842, -0.263
18843, -0.265
18844, -0.268
18845, -0.272
18846, -0.261
18847, -0.269
18848, -0.272
18849, -0.275
18850, -0.272
18851, -0.279
18852, -0.274
18853, -0.275
18854, -0.269
18855, -0.267
18856, -0.250
18857, -0.237
18858, -0.231
18859, -0.236
18860, -0.233
18861, -0.232
18862, -0.228
18863, -0.228
18864, -0.232
18865, -0.230
18866, -0.221
18867, -0.221
18868, -0.231
18869, -0.225
18870, -0.227
18871, -0.218
18872, -0.221
18873, -0.223
18874, -0.220
18875, -0.218
18876, -0.220
18877, -0.218
18878, -0.202
18879, -0.191
18880, -0.186
18881, -0.182
18882, -0.172
18883, -0.176
18884, -0.181
18885, -0.185
18886, -0.176
18887, -0.174
18888, -0.173
18889, -0.175
18890, -0.178
18891, -0.176
18892, -0.170
18893, -0.162
18894, -0.163
18895, -0.164
18896, -0.160
18897, -0.151
18898, -0.151
18899, -0.144
18900, -0.149
18901, -0.145
18902, -0.142
18903, -0.146
18904, -0.156
18905, -0.159
18906, -0.164
18907, -0.156
18908, -0.157
18909, -0.163
18910, -0.149
18911, -0.155
18912, -0.151
18913, -0.156
18914, -0.163
18915, -0.172
18916, -0.172
18917, -0.168
18918, -0.165
18919, -0.171
18920, -0.170
18921, -0.162
18922, -0.164
18923, -0.172
18924, -0.168
18925, -0.167
18926, -0.165
18927, -0.164
18928, -0.159
18929, -0.148
18930, -0.161
18931, -0.159
18932, -0.169
18933, -0.151
18934, -0.145
18935, -0.144
18936, -0.145
18937, -0.138
18938, -0.138
18939, -0.137
18940, -0.143
18941, -0.147
18942, -0.145
18943, -0.148
18944, -0.156
18945, -0.157
18946, -0.146
18947, -0.143
18948, -0.132
18949, -0.152
18950, -0.151
18951, -0.150
18952, -0.146
18953, -0.144
18954, -0.143
18955, -0.155
18956, -0.155
18957, -0.162
18958, -0.151
18959, -0.160
18960, -0.161
18961, -0.171
18962, -0.171
18963, -0.176
18964, -0.182
18965, -0.184
18966, -0.187
18967, -0.178
18968, -0.170
18969, -0.180
18970, -0.179
18971, -0.179
18972, -0.184
18973, -0.182
18974, -0.180
18975, -0.178
18976, -0.180
18977, -0.182
18978, -0.170
18979, -0.166
18980, -0.165
18981, -0.168
18982, -0.170
18983, -0.166
18984, -0.161
18985, -0.159
18986, -0.164
18987, -0.158
18988, -0.142
18989, -0.137
